"","contenidos","fechas","titulos","ur"
"378","Es penoso que un “líder de opinión”, gústenos o no su carácter, desbarre vergonzosamente afirmando que Duarte fue cobarde, “depresivo y homosexual”, histérico y canalla “sin carácter ni cojones”; y ¡ninguna autoridad diga nada! El Padre de la Patria no pudo ser cobarde, pues en pleno apogeo del invasor haitiano organizó y fue líder indiscutido de La Trinitaria, la organización secreta a la que debemos la feliz separación de Haití. Ningún análisis por historiadores serios apunta a que fuera depresivo. Homosexual tampoco fue y ninguna de sus mujeres nunca lloró porque acosara a parientes varones. (¿Y será cierto?). Tampoco hay testimonio ni evidencia de que Duarte padeciera alguna enfermedad nerviosa crónica que lo excitara anormalmente, o sea tampoco fue histérico. Tuvo tanto carácter y cojones que soñó lo casi imposible. Tan pedestre y errado juicio de Duarte quizás define mejor al opinante, con otro de sus soeces epítetos atribuidos al Patricio: “canalla”. Porque, escogiendo entre Duarte y su desquiciado denostador, ¿quién es realmente “gente baja, ruin, persona despreciable, de malos procederes”?",2017-10-04 00:02:00,"Canalla, ¿Duarte o él?","https://goo.gl/SUDWvZ"
"379","El escritor estadounidense Steven Brust afirmó que “la lucha siempre merece la pena, si el fin vale la pena y los medios son honestos”. En un primer tramo, la lucha debe ser con nosotros mismos, porque permite esclarecer el camino para saber si realmente es justa. El escritor y poeta uruguayo Mario Benedetti recomendó: “No te rindas, que la vida es eso, continuar el viaje, perseguir tus sueños, destrabar el tiempo, correr los escombros y destapar el cielo”.",2017-10-04 00:02:00,"Una reflexión","https://goo.gl/v3obYy"
"380","Cuando el Comité Político del PLD, conformado por 34 personas, decidió apoyar las primarias abiertas en la ley de partidos condicionado a que un grupo de abogados constitucionalistas emitan sus opiniones sobre la constitucionalidad o no de esa figura, hace que muchos desvíen la discusión fundamental con relación al tema. Un elemento que hoy es inconstitucional, con una simple reforma puede convertirse en constitucional en un plazo tan corto como tres días. Experiencias tenemos de sobra con el tema de la reelección. Por tanto, además del asunto constitucional, hay que mirar si la medida conviene al país o simplemente se trata de arrastrar a toda una nación en la solución de un diferendo entre dos facciones de un partido en particular. La Junta Central Electoral ha planteado todos los inconvenientes logísticos que tendría esa medida y ha señalado el elevado costo económico de la misma, fondos que deberán salir de un ya deficitario presupuesto del Gobierno. En unas elecciones en las que participaron unos 4,200 candidatos se gastaron más de 3,000 millones de pesos, imagínese cuánto costaría un proceso de la misma dimensión, pero en el que podrían participar hasta 40 mil candidatos. Los aspectos que motivaron en 2005 a la Suprema Corte de Justicia declarar inconstitucional las primarias universales se mantienen en la Constitución vigente (el objeto de las convocatorias de la Asamblea Electoral), el Tribunal Superior Electoral también dejó saber su parecer en la misma dirección, la Junta ha hablado, la oposición por igual y una parte del partido oficialista. Eso se parece mucho a un rechazo mayoritario.La discusión real tiene que girar hacia la conveniencia del país.",2017-10-04 00:01:00,"La conveniencia nacional","https://goo.gl/GqE4ac"
"381","Cleveland.-Lo primero es su físico regordete, que no compagina con las musculaturas que priman en los camerinos del béisbol de Grandes Ligas. José Ramírez se asemeja más a un jugador de una liga de softbol de barrio. Fíjense en su personalidad: alguien bullicioso, usualmente el que arma la fiesta. Al reunir todas esas características, el segunda base dominicano de los Indios de Cleveland no parece ser una típica estrella del béisbol. “Es otro José normal. No se engañe. Es un torbellino”, dijo el mánager Terry Francona. Dueño de un sorprendente poder, Ramírez viene de una temporada en la que fue titular por primera vez en un Juego de Estrellas, se transformó en uno de los bateadores más peligrosos y se convirtió en ídolo en los Indios de Cleveland. Ambidiestro e intrépido, Ramírez se metió en la discusión por el premio al Jugador Más Valioso tras una temporada en la que lideró las mayores con 59 dobles y empató con Giancarlo Stanton, de Miami, por el primer puesto en extrabases (91). Es una de las principales razones por las que los Indios serán anfitriones del ganador del juego de comodines de la Liga Americana tras una campaña regular de 102 victorias. Muy popular Los fanáticos de los Indios le adoran, dedicándole un cántico cuando acude a tomar un turno al bate en el Progressive Field. Retumba un “José, José, José”, seguido por “Olé, olé, olé, olé”.",2017-10-04 00:02:00,"José Ramírez se convierte en huracán en Cleveland","https://goo.gl/zmzZv3"
"382","Boston.-El pivot dominicano, Al Horford quedó sorprendido al observar la práctica de Kyrie Irving, quien se une a los Boston Celtics en la próxima campaña de la NBA. Irving afirmó a su llegada, que busca dejar una huella indeleble con los Celtics. Horford es un cuatro veces All-Star y veterano a punto de comenzar su undécima campaña en la NBA, lo cual significa que es difícil asombrarle en la cancha de baloncesto. Aun así, Horford estaba perplejo al lado de la cancha en el complejo de prácticas de Boston el mes pasado, viendo a Irving tener su primer entrenamiento en el tabloncillo con el equipo. “Estaba asombrado”, dijo Horford. “He jugado contra él a través de los años. Lo ves en la cancha, ves sus movimientos, estás impresionado pensando, sí, es un jugador calibre All-Star”, dijo.",2017-10-04 00:02:00,"Al Horford asombrado con acción de Kyrie Irving","https://goo.gl/jJYU6A"
"383","De vuelta en el mundo del béisbol, Derek Jeter afirmó que estará involucrado en las operaciones de los Marlins de Miami como uno de los nuevos dueños del equipo, y señaló que dependerá mucho del presidente de operaciones deportivas Michael Hill para aprender sobre la marcha. Jeter y el accionista mayoritario Bruce Sherman hablaron ayer por primera vez desde que el grupo que encabezan compró los Marlins por 1.200 millones de dólares. La conferencia de prensa fue dos días después que Miami terminó su octava temporada consecutiva con récord perdedor, la racha más larga en las mayores. “Estamos reconstruyendo la franquicia”, dijo Jeter, una estrella en su época de jugador con los Yanquis de Nueva York. “Estamos colocando a la gente adecuada en los puestos indicados”. Aunque admitió que es un novato en la administración de un equipo, Jeter parece que ya aprendió a no ofrecer pistas sobre sus intenciones. Rehusó decir si el toletero Giancarlo Stanton, el mánager Don Mattingly y otros permanecerán con los Marlins, o la dirección que quiere para el equipo. “¿Estás tratando de que te diga lo que voy a hacer?”, respondió Jeter.",2017-10-04 00:02:00,"Derek Jeter inicia etapa de ejecutivo en los Marlins","https://goo.gl/RMQVoi"
"384","Nueva York.-El comisionado de las Grandes Ligas, Rob Manfred, confía en llegar a un acuerdo con el sindicato de peloteros sobre una serie de cambios a las reglas, a fin de agilizar el ritmo de los juegos. Manfred dijo ayer, antes del juego de comodines de la Liga Americana, que se siente alentado por las conversaciones con los agremiados y por los “contactos directos con los jugadores”. Se negó a dar detalles sobre un acuerdo, pero opinó que la liga y el sindicato lograrán uno que resulte “significativo”. La duración promedio de un juego de nueve innings en las mayores se elevó cuatro minutos y medio esta campaña, a un récord de tres horas, cinco minutos y 11 segundos. El promedio había caído a 2:56 en 2015. Antes de esta campaña, la oficina de Manfred propuso tres cambios que no recibieron el visto bueno del sindicato.",2017-10-04 00:10:00,"Manfred busca acuerdo para abreviar los juegos","https://goo.gl/9r4Xf6"
"385","Estados Unidos escaló sensiblemente ayer las tensiones con Cuba al anunciar la orden de salida de 15 diplomáticos de la Embajada de La Habana en Washington, una decisión que el gobierno isleño calificó como “inaceptable”. En una nota oficial, el secretario de Estado, Rex Tillerson, informó que su oficina comunicó a Cuba “la orden de salida de 15 de sus diplomáticos en su embajada en Washington”, aunque destacó que se mantienen las relaciones diplomáticas. La controvertida decisión constituye el más reciente capítulo en la escalada de tensiones a raíz de los misteriosos “ataques” supuestamente sufridos por diplomáticos estadounidenses en La Habana, aparentemente con ultrasonido.",2017-10-04 00:02:00,"Estados Unidos expulsa a 15 diplomáticos cubanos","https://goo.gl/we3Q3E"
"386","Las Vegas.-Marilou Danley, pareja de Stephen Paddock, autor de la matanza en Las Vegas (Nevada, Estados Unidos) el domingo por la noche, donde murieron 59 personas y más de 500 resultaron heridas, fue declarada “persona de interés” en la investigación del caso. Así lo confirmó hoy en una conferencia de prensa el alguacil del condado de Las Vegas, Joe Lombardo. El agresor, de 64 años, tenía 23 armas en el hotel, incluyendo rifles semiautomáticos, y 19 en su casa, además de miles de cartuchos de munición, dijo la policía de Las Vegas. Se suicidó en una habitación del hotel antes de que llegaran las autoridades. Algunos de los rifles tenían mira, explicó el jefe de la policía. Y las autoridades hallaron dos piezas que le habrían permitido convertir las armas en automáticas, según dos funcionarios que recibieron información de las fuerzas de seguridad y que hablaron bajo condición de anonimato porque la investigación sigue en marcha. “Sabía lo que quería hacer. Sabía lo que iba a hacer y no parece que tuviese ningún plan de huida”, agregó.",2017-10-04 00:02:00,"Pareja de autor de la matanza en Las Vegas será investigada","https://goo.gl/5ujgsN"
"387","  San Juan.-El presidente de Estados Unidos, Donald Trump, saludó el buen trabajo de su gobierno en su estadía en Puerto Rico, arrasado por huracanes, y minimizó el desastre en este territorio estadounidense del Caribe frente a la “catástrofe real” que supuso el huracán Katrina en Nueva Orleans. “¿Cuántos muertos tienen ustedes?”, inquirió, para contestarse: “Dieciséis contra miles”. El presidente Trump llegó a la isla casi dos semanas después de que el huracán María destrozara el país. Destacó los esfuerzos de ayuda de su gobierno ante la crítica de algunos funcionarios puertorriqueños. Trump dijo a funcionarios y trabajadores de auxilio reunidos en un hangar que la baja cantidad de fatalidades a causa de María — dijo que eran 16 o 17— era un homenaje a los esfuerzos de auxilio. “Hemos salvado muchas vidas”, dijo, y exaltó al gobernador Ricardo Rosselló por “darnos los más altos elogios”. La ayuda no fue barata, dijo: “Odio decírtelo, Puerto Rico, pero has sacudido nuestro presupuesto. Pero eso está bien”, agregó, “porque hemos salvado muchas vidas”. La crítica más prominente, la alcaldesa de San Juan, Carmen Yulín Cruz, estuvo presente en la conferencia del hangar. Trump le dio la mano al saludar a los funcionarios y luego ella se sentó bajo la sombra de un gran avión militar gris. “¿Cómo está?”, preguntó el presidente. La respuesta de la alcaldesa fue inaudible. Él le dio las gracias. Días antes, Cruz dijo que el gobierno federal estaba “matándonos con la ineficiencia”, pidió un liderazgo federal más efectivo en la crisis. El mandatario y la primera dama Melania llegaron a la isla ayer en la mañana en el Air Force One, junto con otros asistentes. Promesa de ayuda “Los vamos a ayudar”, aseguró el presidente Donald Trump a damnificados en Guaynabo, cerca de San Juan, capital de esta isla del Caribe de 3,4 millones de habitantes. Solo 6,89 % de la isla tiene electricidad.",2017-10-04 00:10:00,"Trump en Puerto Rico minimiza catástrofe","https://goo.gl/RnNwo9"
"388","Con un aporte del 8 % al Producto Interno Bruto (PIB) y un crecimiento promedio de un 1 % superior al conjunto de la economía, el macro sector del turismo constituye uno de los principales motores económicos de la República Dominicana. Esto permite al país ocupar la cuarta posición en Latinoamérica y el Caribe dentro del ranking de destinos con mayor dependencia de esta actividad, según un estudio hecho por la Asociación de Hoteles y Turismo de la República Dominicana (Asonahores) y auspiciado por el Banco Popular. El informe, “Turismo dominicano, un mar de oportunidades”, dice que el flujo de inversión extranjera directa atraída por este sector ha crecido más del 523 % en cinco años y la cartera de crédito otorgada a este ascendió a RD$40,000 millones en 2016. Además genera 332,589 empleados directos, el 8.4 % del total.",2017-10-04 00:01:00,"Turismo aporta 8 % del PIB","https://goo.gl/GiWixb"
"389","Santo Domingo.-La vicepresidenta ejecutiva de la Asociación de Industrias de la República Dominicana (AIRD), Circe Almánzar, consideró preocupante que el Gobierno destine la cuarta parte del presupuesto nacional 2018 para el pago de los intereses de la deuda, dejando al país un déficit fiscal mayor al proyectado. “Si nos fijamos el año pasado quedó una cuenta por pagar de aproximadamente 20 y pico de miles de millones y este año aparecen más de 51 mil millones de pesos pendientes. Es preocupante”, insistió. La ejecutiva habló al concluir el desayuno temático organizado por la AIRD, con el tema “La creación de valor a través de la producción responsable de la caña de azúcar”.",2017-10-04 00:05:00,"Deuda preocupa a la Asociación de Industrias de la República Dominicana","https://goo.gl/tBgogb"
"390","Santo Domingo.-La Dirección General de Impuestos Internos estima recaudar RD$2,182.9 millones con el proceso de renovación del Impuesto de Circulación Vehicular iniciado el pasado lunes. Esto equivale a RD$207.8 millones más de lo proyectado en el período anterior 2016-2017, cuando esperaba obtener RD$1,975.8 millones. En ese momento había 1.1 millones de vehículos hábiles para adquirir el nuevo marbete y este año no hay mucha variación. La DGII cuenta con que 1.28 millones de unidades completen el proceso, que finaliza el ocho de enero de 2018. Los vehículos con más de cinco (5) años de fabricación (hasta 2012) deben pagar RD$1,500 por el impuesto, mientras que a los de cinco (5) años o menos les cuesta RD$3,000. La etiqueta adhesiva, que funge como mecanismo de control del pago del impuesto, se puede comprar vía Internet pagando con una tarjeta de crédito local. Pero también está disponible en 556 sucursales de 28 entidades financieras distribuidas en el país. Facultad Legal La DGII realiza dicha jornada en cumplimiento del artículo 161 de la Ley 63-17, de Movilidad, Transporte Terrestre, Tránsito y Seguridad Vial de la República Dominicana, que la faculta para expedir y renovar el marbete.",2017-10-04 00:10:00,"Marbetes dejarán RD$2,182 millones","https://goo.gl/AduSUW"
"391"," Por: Dra. Amalfis Núñez [email protected] 04 octubre, 2017 12:02 am  La relación de pareja se mantiene a través de muchos aspectos a tener en cuenta y uno de ellos es una mezcla de la comunicación verbal y la no verbal. El amor que se profesan es esencial, mas no es lo único importante. Permanecer atentos a nuestra pareja es prioritario. Tanto hombres como mujeres tienen la capacidad de percibir el nivel de satisfacción sexual de la pareja. Mas, no tenemos que dejar al otro la responsabilidad de adivinar cómo estamos de satisfechos o a qué nivel se encuentra nuestra gratificación y menos qué nos gusta y cómo nos gustan las cosas. Sea en el plano sexual o en la vida cotidiana, practiquemos la inteligencia emocional, al expresar nuestros sentimientos del modo más eficaz y adecuado posible, siempre teniendo al otro en cuenta. El sexo masculino tiende a sobreestimar las señales sexuales enviadas por el sexo femenino y este subestima con frecuencia las señales del sexo masculino, lo que puede traer inconvenientes en la intimidad. Por lo que es importante una buena comunicación abierta y asertiva sobre los temas sexuales, lo que ayuda a los miembros de la pareja a entender más las necesidades del otro. Todos tenemos imperfecciones en el manejo de nuestra vida. Aceptar esto en nosotros hace que entendamos a nuestra pareja, disminuye el enojo, aumenta la comprensión y nos hace más sensibles a las situaciones que se presentan. Claves: Desinhibirse, preguntar, proponer, inventar, adquirir conciencia, entender, respetar, consensuar, colaborar, además de amar.Twitter: @aldiasexualidad",2017-10-04 00:02:00,"Comunicación en la vida en pareja","https://goo.gl/H9LkPu"
"392"," Por: José Mármol [email protected] 04 octubre, 2017 12:05 am  El retrato, como resultado estético, tiene su origen en la necesidad de revelar, hacer resplandecer, más que la evidencia o vestigios físicos de un rostro, lo velado del alma del sujeto representado. Se establecía, pues, un vínculo entre el retratista y el retratado. Van Gogh, quien, en un lapso asombroso, delirante y profusamente productivo de apenas diez años, hasta el día de su trágica muerte, se retrató múltiples veces a sí mismo -porque al carecer de dinero carecía también de modelos-; pero, lo hizo convencido de que harían falta cien años para que se comprendieran sus autorretratos y rostros campesinos. Picasso pintó luego un retrato cubista de Gertrude Stein, reconociendo su incomprensibilidad en su propio tiempo, pero convencido de que algún día se le parecería. Y así fue, porque evolucionó el lenguaje de la plástica y se transformó el código de lectura del espectador. La fotografía vendría a establecer otra forma de vínculo entre el artista de la lente y su modelo. Aun así, lo que la luz que atraviesa el obturador escruta en la mirada del que posa es el desvelamiento de los pliegues intangibles en el aura del alma. Con la eclosión de la modernidad tardía, de los adelantos tecnológicos y la velocidad de los medios digitales el arte como mímesis o representación de lo natural, sometido a desafíos en distintas épocas, entra en bancarrota, para dar paso a una radicalización de la expresión del yo del artista y la particularidad lingüística, la voz y acento personales de su obra. No hay un yo-tú que haga la función vinculante. Entra en vigor la íntima relación, si se quiere, narcisista, del creador frente a sus propios recursos expresivos. El mundo digital ha dado al traste con aquella dialéctica de la relación artista y modelo. La autoafirmación narcisista de la individualidad, que hace del sujeto el centro de sí mismo, y no ya el centro del universo como en Copérnico y Kant, y su articulación en una sociedad que solo procura la eficiencia, productividad y rendimiento para la repetición idéntica de la lógica consumista del capitalismo neoliberal y la globalización, ha engendrado individuos alienados en el medio digital, con padecimiento de ciber adicciones, depresión, angustia, infelicidad, agotamiento y soledad. El selfie es un modo de autoexplotación semiótica. De la misma forma en que ya no hay un sistema económico que explota, como en Marx, al sujeto, sino, que el sujeto se autoexplota en la dinámica digital, tratando de ser cada vez más eficaz en el rendimiento, más ubicuo, estar más conectado, ser un fenómeno de celebridad efímera en las redes sociales, así como tener un mayor volumen de seguidores en una comunidad virtual donde nadie se conoce, donde no hay comunicación, sino, conectividad, y donde el vínculo se reduce a la posibilidad o no de oprimir la tecla de borrar. La propensión obsesiva al selfie es un síndrome posmoderno de ansiedad. Así opera el imperativo categórico del clic. Se sigue a alguien. Pero, no se articula una relación que refuerce vínculos humanos duraderos. El selfie es una reafirmación volátil de un sí mismo que brilla por su pobreza interior, inautenticidad, vanidad, maquillaje y pose. El medio digital ofrece la posibilidad de que el yo narcisista del selfie se mejore a sí mismo en la imagen, a través de una alteración de sus líneas faciales, corporales y rasgos de personalidad. El sujeto se pule en el selfie, en una aventura de autocomplacencia sobre un fondo de vacío existencial. El selfie es una degradación pornográfica del retrato. Un yo mismo sin yo sustentable.",2017-10-04 00:05:00,"El selfie como degradación del retrato","https://goo.gl/g96ahy"
"393","NULL",NA,"NULL","https://goo.gl/nmLXsV"
"394","Madrid.-El rey de España, Felipe VI, pidió ayer que el Estado defienda el orden constitucional de “la deslealtad” de los independentistas catalanes, en una jornada de protestas multitudinarias en Barcelona contra la respuesta policial al referéndum prohibido del domingo. “Es responsabilidad de los legítimos poderes del Estado asegurar el orden constitucional y el normal funcionamiento de las instituciones”, dijo el monarca en un mensaje televisado al país, su primera reacción a los sucesos del domingo en Cataluña. “Determinadas autoridades de Cataluña, de una manera reiterada, consciente y deliberada, han venido incumpliendo la Constitución y su Estatuto de Autonomía”, prosiguió. “Con sus decisiones han vulnerado de manera sistemática las normas aprobadas legal y legítimamente, demostrando una deslealtad inadmisible”, abundó el rey. El gobierno español de Mariano Rajoy dispone de la potestad de intervenir y suspender el ejecutivo catalán de Carles Puigdemont y sus instituciones aplicando el artículo 155 de la Constitución. Una opción que el ejecutivo no ha descartado. En una jornada de huelga general y manifestaciones, 700,000 personas protestaron en Barcelona contra la violencia de las fuerzas del orden del Estado contra el referéndum de independencia del domingo.",2017-10-04 00:12:00,"El rey de España se aferra a línea de legalidad","https://goo.gl/nPoh4S"
"395","Santo Domingo.-Era evidente la tensión en el reducido personal de apoyo que permanecía en la Casa Presidencial del Partido de la Liberación Dominicana (PLD), en la Ciudad Universitaria, previo a la reunión que sostendría el Comité Político de la organización; y cuyo punto único de discusión era cómo incluir en el proyecto de ley de partidos y agrupaciones políticas la celebración de las elecciones primarias en que se escogerán los candidatos a puestos electivos. Ni Héctor Olivo, titular de la Secretaría de Comunicaciones; ni Jaime Sánchez, camarógrafo oficial de ese órgano, escapaban a mostrar rostros ansiosos al momento de iniciarse la reunión, justo a las 7:05 de la noche. Un pase de mirada rápido a la sala mostró las ausencias de César Pina Toribio, quien es embajador en Argentina; Lucía Medina y José Joaquín Bidó Medina. Fuera de ese escenario también hubo un lunes muy movido, porque muchos de los 34 miembros del organismo peledeísta se reunieron, en grupos reducidos y en ampliados, a fin de pensar y repensar las posiciones y las intervenciones que tendrían a partir de las 7:00 de la noche cuando se abrirían las discusiones. “OTAN” socializa tema Durante el día se juntaron 18 dirigentes de la denominada “OTAN”, una estructura que socializa temas para fijar posiciones que luego llevan a las reuniones del Comité Político, en los casos que consideran relevantes. La cuestión radicaba en qué convendría más para los intereses del liderazgo del PLD y de la sociedad dominicana acerca de la iniciativa que cursa en el Congreso Nacional. Esto a pesar de que estaban divididas en torno a Danilo Medina Sánchez, que favorece las primarias abiertas, y Leonel Fernández Reyna, que prefiere las cerradas. Las ideas encontradas expuestas durante la semana anterior por Franklin Almeyda Rancier, seguidor de las ideas del expresidente, y de José Ramón Peralta, cuyo mentor político es el Presidente de la República, habían dado pistas de por dónde irían las discusiones sobre el particular. Los “mudos” hablaron Nada extraño resulta que durante las reuniones del Comité Político tengan reiteradas intervenciones figuras como Franklin Almeyda Rancier, Félix Jiménez, Alejandrina Germán, José Ramón Fadul y Rafael Alburquerque, entre otros; pero lo que esta vez llamó la atención fue la participación de dirigentes que casi nunca lo hacen, como Carlos Pared, Simón Lizardo, Rubén Bichara y Gonzalo Castillo, y lo hicieron en defensa de primarias simultáneas con padrón abierto. Otra cuestión inusual consistió en las contradicciones conceptuales sobre el tema entre Reinaldo Pared Pérez, secretario general peledeísta, y Fernández Reyna. Ambos abogados, de ordinario coinciden en asuntos de carácter legislativo y legal. Elecciones simultáneas Francisco Javier García favoreció, en cambio, las elecciones primarias simultáneas abiertas, pero llamó la atención en torno a la importancia de cuidar la unidad de la organización política fundada por el profesor Juan Bosch en 1973. Planteó que su posición se inspira en salvar de un eventual colapso al sistema de partidos políticos del país que, entiende, está amenazado por una serie de prácticas políticas inadecuadas y citó, de manera particular, el transfuguismo. Leonel visualiza ilegalidad Mientras que Fernández Reyna fue enfático en observar que, concebida de esa manera, la legislación que resultare sería inconstitucional. Y llamaba la atención de que el PLD no debía correr el riesgo de cometer un error de ese tipo.Sostuvo que en caso de que se demuestre que la iniciativa no colide con la Constitución, entonces le daría su total respaldo. En ese contexto, pasadas las 11:00 p. m., Medina Sánchez propuso la designación de una comisión de cinco expertos constitucionalistas para que presentaran las recomendaciones correspondientes, lo que adelanta que el PLD no tendrá ni ganadores y perdedores en relación a la celebración de primeras abiertas o cerradas. De haberse sometido a votación, se estimaba una votación 22 a 8, a favor de contemplar en la ley de partidos y agrupaciones políticas que se celebren elecciones simultáneas y con padrón abierto, la misma posición que favorece el Mandatario. Medina rechaza especulaciones reelección Aunque se esperaba un “choque de trenes” entre Medina Sánchez y Fernández Reyna en la lucha por la hegemonía del PLD y del poder político, no fue así, sí se verificó en el ámbito de las ideas. El primero lo hizo en favor de la celebración de elecciones primarias simultáneas y abiertas y el segundo observó que aprobar una legislación en esa dirección podría ser inconstitucional. El Mandatario llamó a la atención de que su posición no resulta nueva y rechazó especulaciones de que lo hace porque procuraría la reelección presidencial. Reveló que era el asesor del entonces exsenador peledeísta por el Distrito Nacional José Tomás Pérez en momentos en que impulsaba la aprobación de la ley de primarias abiertas, posteriormente declarada inconstitucional por la Suprema Corte de Justicia, en el año 2005.",2017-10-04 00:13:00,"Danilo y Leonel tuvieron choque de ideas en el Comité Político","https://goo.gl/YUTGxa"
"396","Santo Domingo.-La República Dominicana se ha convertido en un “albergue” y un “puente de paso” para cientos de boricuas y dominicanos que llegan tras perder la mayoría de sus bienes en Puerto Rico por causa del huracán María. Acompañados de la nostalgia, una sola maleta, y hasta con sus mascotas, decenas de familias pisan suelo dominicano con la esperanza de volver a la “Isla del Encanto” cuando “la situación se normalice”. La terminal Don Diego, del puerto de Santo Domingo, recibió ayer 699 viajeros, en su mayoría con un “pasaje de ida”, ya que para algunos el suelo dominicano es el puente para viajar a Estados Unidos, donde buscarán rehacer sus vidas. Carmen Rodríguez es una de las puertorriqueñas que llegaron al país por el ferri para luego tomar un avión hacia Estados Unidos, donde la esperan sus familiares. Rodríguez buscará en la Unión Americana servicios de salud, ya que está embarazada, y quiere reunirse con sus familiares. Pero otros boricuas, como Judith Delgado, no ven a la República Dominicana como un “puente”, sino como su hogar, por lo que decidió venir y reunirse con su esposo Reynaldo Vélez para radicarse de forma definitiva. Delgado precisó que ya buscan colegio para inscribir a su hija Aidia. “Muchos de nosotros estamos huyendo para tener una mejor calidad de vida, porque en todo Puerto Rico se viven momentos de desesperación”, expresó Joshua Villafáñez, quien también llegó con el objetivo de quedarse en este país. Sentimientos encontrados También llegaron cientos de dominicanos, quienes albergan la esperanza de volver “cuando se regule la situación actual”. “Yo quiero ayudar, yo quiero volver. Yo quiero llevar ayuda, Puerto Rico es mi segunda patria y la verdad es que está destruido”, dijo Georgina Herrera, una dominicana que con lágrimas abrazó a su familia, pero cuyo corazón piensa en los daños de la ‘Isla del Encanto’. Digna Cabrera es otra dominicana que “vino de visita” para su natal Tamboril, en Santiago, porque no puede abandonar lo que tiene en Borinquen, aunque ella da gracias a Dios porque aquí encontrará la tranquilidad que no puede recibir en la vecina isla debido a la difícil situación.",2017-10-04 00:14:00,"Boricuas convierten RD en puente de paso","https://goo.gl/YvQB9F"
"397","Santo Domingo.-La República Dominicana, a través de la Interpol, emitió orden de captura internacional contra Pedro Alejandro Castillo Paniagua “Quirinito”, tras la investigación que arrojara evidencias de que no ha fallecido, como se había establecido en una acta defunción. Durante las pesquisas de la Procuraduría General se interrogaron más de 12 personas, entre ellas el médico legista Orlando Herrera Robles, quien fue suspendido y podría ser sometido a la Justicia por emitir un certificado ficticio y expedir el acta de defunción. También fue interpelada la jueza de Ejecución de la Pena de San Francisco de Macoris, Aleida Jiménez, por ordenar variar la modalidad de cumplir la sentencia de cárcel a prisión domiciliaria. El Ministerio Público realizó otras diligencias obteniendo varios documentos que se evalúan dentro del proceso. Además fue interrogado el padre de Castillo Paniagua, Rafael Castillo Ramírez, que informó “que su hijo no está muerto, porque de haber fallecido le hubiesen entregado el cadáver”. Mientras que la esposa de “Quirinito”, Jennifer Domínguez de Castillo, declaró a la Procuraduría General “que su esposo murió en su residencia, en horas de la mañana del pasado 5 de julio del presente año, y que no estaba en disposición de decir a las autoridades quién se llevó el cadáver ni dónde está enterrado”.",2017-10-04 00:15:00,"Autoridades emiten orden captura contra “Quirinito”","https://goo.gl/c7bdRh"
"398","San Juan, Puerto Rico.-Tras perderlo todo por los daños ocasionados por el huracán María, dominicanos residentes en este país han tenido que sobrevivir con las dificultades y acumular esta experiencia como un nuevo reto para empezar de nuevo, tan pronto la situación retorne a la normalidad y puedan continuar con su vida. Entre los dominicanos que afrontan una difícil coyuntura se encuentran Katia Cedeño y Johanna Torres, madres solteras, quienes no solo perdieron sus viviendas, sino que ahora no cuentan con un trabajo, alejando su esperanza de seguir adelante con sus hijos. Ellas, como otros criollos que tienen años en esta isla, no esconden la esperanza de regresar a la República Dominicana. Estas mujeres residen en el Barrio Obrero, uno de los sectores más poblados por dominicanos.En este lugar vive el 90 por ciento de los dominicanos que vinieron a esta isla en busca de oportunidades, quienes en su mayoría habitan casas alquiladas. Tras el paso devastador del huracán María, los moradores del Barrio Obrero tuvieron que olvidarse de sus pertenencias, las pocas que quedaron, y permanecer por cinco días en refugios que fueron habilitados por el gobernador Ricardo Roselló. Luego de retornar a sus hogares se encontraron con la triste realidad de que perdieron sus ajuares y tuvieron que sacar el agua con cubetas. Katia Cedeño y Johanna Torres acompañadas de sus hijos. Ramona Castro, quien tiene cinco años en Puerto Rico, no esconde su tristeza al narrar su historia. Ella, su esposo y sus dos hijos abandonaron su hogar por temor a perder la vida ante la furia del huracán. “Nos fuimos a casa de una amiga y en pleno ciclón tuvimos que salir corriendo, porque la brisa rompió todos los cristales. Eso nunca se me olvidará”, cuenta Castro al narrar su amarga vivencia. A este drama no escapó María Gracia, quien lleva varios años en Puerto Rico y realizaba labores de limpieza en casas. Como otros, ella se quedó sin nada en un abrir y cerrar de ojos. A su casa se le fue el techo y todo lo que había dentro quedó inservible. Los dominicanos, como también los puertorriqueños, estaban desesperados y aterrorizados por la amenaza que representaba el paso del huracán María, hasta el extremo que temían por su vida. Entre ellos está también Alfredo García, quien aguardó durante cuatro días para retornar a su hogar, que estaba totalmente anegado. Como otros no tiene otro lugar donde resguardarse, inclusive en medio de otra amenaza de un ciclón. Los sectores Barrio Piedras, Canovanas, Toa Baja, Aguadilla y Comería tienen una mayor incidencia de la presencia dominicana. El encargado de la Casa Dominicana en Puerto Rico, Francisco Pachin Ramírez, dijo que alrededor de 2,500 dominicanos perdieron todas sus pertenencias. Ese centro trabaja para suplir las necesidades de los dominicanos afectados. víctimas. Las autoridades reportan 34 muertos por los efectos del ciclón en esta isla. Sin luz De acuerdo a los últimos datos oficiales difundidos por la Gobernación, alrededor del 6 % de los abonados de la Autoridad de Energía Eléctrica tiene electricidad.",2017-10-04 00:16:00,"Los dominicanos tratan de recuperarse de la tragedia","https://goo.gl/L1yAqD"
