"","contenidos","fechas","titulos","url"
"385","Santo Domingo.- La Procuraduría General de la República (PGR), el Gabinete de Coordinación de la Política Social de la Vicepresidencia de la República, el Ministerio de Relaciones Exteriores (Mirex), y el Instituto Nacional de Migración, coordinan acciones para crear un Programa Piloto de Protección y Reinserción de Dominicanos Deportados y Retornados. Según se explica en un comunicado, con ese propósito fue firmado un memorando de entendimiento durante el I Foro sobre Protección de Migrantes Retornados en Situación de Vulnerabilidad, el cual establece que la iniciativa es impulsada con el propósito de ofrecerle protección y asistencia integral a los deportados y fortalecer las políticas públicas de atención a dicho grupo a fin de garantizar que sean eficientes y eficaces. El documento fue firmado por la vicepresidenta de la República y coordinadora del Gabinete de Coordinación de la Política Social, Margarita Cedeño de Fernández; el procurador general de la República, Jean Rodríguez; el titular del Mirex, Miguel Vargas y la directora ejecutiva  del Instituto Nacional de Migración, Florinda Genoveva Rojas Rodríguez. Cedeño, abogó por la elaboración e implementación de políticas públicas tendentes a proteger a los migrantes retornados en condición de vulnerabilidad, que permitan su reinserción en el mercado de trabajo, en la familia y la sociedad. Dijo que se requiere diseñar para ese segmento programas y proyectos que respondan a sus necesidades y expectativas como parte de un Estado social y democrático  de derecho, al entender que el 12 por ciento de la población vive en otro país, especialmente en los Estados Unidos. De su lado, el procurador Rodríguez dijo que la firma de este acuerdo constituye una iniciativa que viene a complementar las numerosas actividades de profilaxis y persecución de la criminalidad relacionada a los fenómenos migratorios que se vienen ejecutando desde la Unidad de Reinserción de Repatriados de la Procuraduría y la Procuraduría Especializada contra el Tráfico Ilícito de Migrantes y Trata de Personas. Refirió que para el año 2016 la Unidad de Reinserción de Repatriados registró un total de 2,333 dominicanos repatriados, de los cuales 1,851, es decir, un 79.34%, provenían de los Estados Unidos, el mayor destino migratorio de ciudadanos. Indicó que de ese total de repatriados, un 49% fue devuelto al país por tráfico de drogas, un 17% por ingresar ilegalmente al país destino, un 10% por reentrar ilegalmente, un 8% por robo, un 3% por violencia doméstica, un 2% por homicidio y un 1% por abuso sexual, lo cual indica que esta población de migrantes requiere de un seguimiento cercano de las autoridades. En ese sentido, dijo  también que a la llegada de los migrantes al país se les ofrece ayuda para la obtención de diversos tipos de documentos de identidad y gestionarle otros tipos de asistencia”, manifestó Rodríguez. El titular del Ministerio Público dijo además que trabajan de manera cercana con el grupo de migrantes víctimas de redes internacionales de delincuencia organizada que se dedican a la trata y tráfico de personas, en su mayoría mujeres, niños, niñas y adolescentes en situaciones de vulnerabilidad. En tanto, Vargas llamó a no discriminar a los dominicanos deportados que ya pagaron sus culpas por delitos cometidos en naciones extranjeras pues merecen una segunda oportunidad en su país. El Canciller resaltó la responsabilidad que tiene el Estado de proteger y asistir a la población dominicana deportada o retornada. Las acciones a ser implementadas como parte del proyecto incluyen apoyo para la inserción laboral y mediación para el empleo, servicios de educación, provisión de servicios de salud, asistencia social y asistencia jurídica consular, apoyo para su integración comunitaria y en la solicitud de guarda y custodia de niños, niñas, y adolescentes, entre otros. Un comité interinstitucional que estará integrado por un representante de cada una de las instituciones dará seguimiento al proyecto, que además contempla el establecimiento de mecanismos de cooperación con autoridades del último país de residencia del nacional dominicano deportado. El memorando de entendimiento fue firmado por tiempo indefinido, en la sede del Mirex.",2017-06-23,"Autoridades crearán programa piloto para dar asistencia a deportados","http://ow.ly/kS4k30cQWJX"
"386","El Cuerpo de Bomberos del Distrito Nacional atribuyó a un cortocircuito el incendio que destruyó once autobuses de la Oficina Metropolitana de Servicio de Transporte (OMSA), el pasado 8 de este mes, en la sede ubicada en el kilómetro 9 y 1/2 de la autopista Duarte. El informe fue remitido por el jefe del Cuerpo de Bomberos del Distrito Nacional coronel Rafael del Rosario en cuya investigación participaron especialistas de esa institución. “Este incendio fue provocado por una falla interna en los conductores eléctricos que alimentan de energía un abanico de pared ubicado en el cuarto de herramientas”, dice el informe. El fuego se inició a las 10:30 de la noche del pasado día 8 de este mes, en la oficina de la OMSA, en el sector Villa Marina, en la autopista Duarte. Además de las once guaguas, el fuego destruyó un cuarto de herramientas y una motocicleta.En las investigaciones sobre el siniestro participaron, además, técnicos de la unidad de explosivos e incendios de la Policía. La dirección de la OMSA aseguró que a pesar de la ocurrencia del fenómeno, ese organismo continuó dando servicio a la población, en la ruta del Corredor Duarte.",2017-06-23,"NULL","http://ow.ly/NqlA30cQDxP"
"387","Falleció ayer en el centro hospitalario Cedimat Eddy Miguel Ángel Tactuk Concepción, padre de la productora de televisión y de espectáculos Edilenia Tactuk luego de batallar con problemas de salud que lo mantuvieron ingresado en la unidad de terapia intensiva. Considerado como un filántropo y uno de los hombre de mayor influencia en Constanza en donde se convirtió en la persona que desarrolló la radiodifusión de allí perdió la vida alrededor de las siete de la noche de ayer según informó Edilenia Tactuk. Eddy Miguel Ángel Tactuk Concepción y su hermano Ramfis, se convirtió en el pionero de la radiodifusión de Constanza al iniciar las operaciones de Radio Constanza el 27 de febrero de 1964. El sepelio será mañana sábado a las 5:00 PM, en el cementerio del municipio de Constanza.",2017-06-23,"NULL","http://ow.ly/3fBz30cQx7e"
"388","BOSTON, AP – Ted Williams debió esperar 24 años tras su último turno al bate antes que los Medias Rojas de Boston colgasen su número en la fachada del Fenway Park. Bobby Doerr y Joe Cronin aguardaron 37 años, mientras que Carlton Fisk y Jim Rice esperaron 20. El número 34 de David Ortiz se sumará a ese grupo la noche del viernes _ apenas 265 días después de que el ídolo dominicano se despidió del diamante de Fenway por última vez como pelotero. “Ese corto lapso de tiempo es un símbolo de lo que todo el mundo considera ha sido el jugador más importante en la historia de los Medias Rojas”, dijo el presidente del equipo Sam Kennedy el jueves. Los Medias Rojas retirarán el número de “Big Papi” previo a un partido contra los Angelinos de Los Ángeles. Será el undécimo número en la facha, y el tercero en tres temporadas. Este fin de semana se puso en marcha temprano, con el alcalde Marty Walsh dándose una vuelta en Fenway el jueves para el acto en el que se rebautizó una calle en honor a Ortiz. Walsh dijo que “Big Papi” es una “leyenda dentro y fuera del campo”, durante la ceremonia en el tramo de calle anteriormente llamado Yawkey Way Extension, cerca de Fenway. El nuevo nombre es David Ortiz Drive.",2017-06-23,"NULL","http://ow.ly/qo1p30cQhx3"
"389","Baní. Los regidores de este municipio se aumentaron 20 mil pesos de sueldo, medida que no está contemplada en el presupuesto de este año ascendente a 187 millones 446 mil 166 pesos.Los funcionarios tomaron la decisión en la sesión de ayer, en la que alegaron que ese monto será destinado al pago de combustible y asistencia social, por lo que algunos lo califican como el “cofrecito de los banilejos”, comparándolo con los montos que reciben para ayuda social los senadores.Con el incremento los concejales pasarán de ganar 53 mil pesos al mes a 73 mil. Los regidores sólo deben asistir a una sesión mensual.La propuesta fue formulada al pleno por Diego Soto, del Partido Revolucionario Moderno (PRM). De la matrícula de 13 regidores la solicitud tuvo cinco votos a favor, tres en contra, tres se retiraron de la sala y una abstención. Como no obtuvo la mitad más un voto algunos la han calificado de ilegal.Entre los que han rechazado la medida se encuentran el síndico Nelson Landestoy.Una fuente ligada al ejecutivo municipal aseguró que el objetivo de la medida es crear un caos en la institución ya que si se hace efectiva a partir del mes de abril significaría un gasto no contemplado en los ingresos de este año equivalente a dos millones 340 mil pesos. Esa aprobación significa un gasto mensual, solamente en los regidores, de 949 mil pesos.Los regidores que aprobaron fueron Leónidas Díaz, Cristian Castillo, Mabel Castillo, Diego Soto y José Tejeda; en tanto que se opusieron Carolina Díaz, Johanna Peña y Héctor Moscat; se abstuvo Ascanio Cruz Moya; se retiraron de la sesión Juan German, Luis Báez y Lucila Mojica, y la regidora Miguelina De la Cruz no votó.",2017-06-23,"Regidores de Baní se aumentan 20 mil pesos al sueldo","http://ow.ly/26R530cQfV1"
"390","SANTO DOMINGO.- El Ministerio de Industria, Comercio y Mipyme informó este viernes que todos los combustibles bajarán entre uno y dos pesos por galón a partir de la medianoche y hasta el 30 de junio. En nota de prensa, Industria y Comercio explica que con los nuevos precios la gasolina premium se venderá a RD$207.30 por galón, con una rebaja de RD$1.50, y la gasolina regular a RD$191.70, con una reducción de RD$2.00. El gasoil regular se venderá a RD$136.50 por galón, el tipo óptimo a RD$153.60, ambos bajan RD$1.00. El avtur estará disponible RD$104.90 por galón, el kerosene RD$129.00, el fuel oil a RD$90.55 y el Gas Licuado de Petróleo (GLP) a RD$97.00, por lo que todos bajan RD$1.00 por galón. El Gas Natural continúa a su mismo precio de RD$28.97 por metro cúbico.",2017-06-23,"Gasolinas bajan RD$1.50 y RD$2.00, gasoil y GLP RD$1.00","http://ow.ly/dwxw30cPYVt"
"391","NUEVA ORLEANS, EE.UU, (AP).- Un posible tornado que se registró cerca de Birmingham, Alabama, dañó negocios e hirió a una persona el jueves, mientras que el alcalde de un pueblo de la costa de Luisiana le pidió a sus residentes que evacuaran la zona debido a la marea alta. Ambos fenómenos son secuelas de la debilitada depresión tropical Cindy. Una licorería y un restaurante están entre los negocios dañados en Fairfield, al oeste de Birmingham, señaló Jason Holmes, del Servicio Nacional de Meteorología. Dean Argo, un portavoz de la Junta de Control de Bebidas Alcohólicas del estado dijo que uno de los trabajadores de la licorería está lesionado. Holmes dijo a The Associated Press que algunos árboles se cayeron y que había edificios estaban dañados a las afueras de Birmingham, la ciudad más poblada de Alabama. El gobernador Kay Ivey pidió a los habitantes que estuvieran alertas. Mientras, la costa de Estados Unidos en el Golfo de México siguen sufriendo los efectos de Cindy, que tocó tierra el jueves cerca de la frontera entre Luisiana y Texas. Avanza con dirección norte a través de Luisiana hacia Arkansas llevando aguaceros y tormentas eléctricas. Se pronosticaban lluvias para los valles de Tennessee y Ohio el jueves, y para viernes y sábado en la zona central de los Apalaches. A las 1500 GMT, Cindy tenía su centro 265 kilómetros (165 millas) al noroeste de Morgan City y se desplazaba al norte a 20 kilómetros por hora (13 mph).",2017-06-22,"Depresión tropical Cindy cruza Luisiana hacia el norte","http://ow.ly/Huzu30cP5lE"
"392","Guatemala,  (EFE).- Al menos 5 de los 22 departamentos que tiene Guatemala reportan los primeros daños materiales tras el sismo de magnitud 6,7 en la escala de Richter que sacudió hoy el país y que también fue sentido en El Salvador y Honduras.   La Coordinadora Nacional para la Reducción de Desastres (Conred), avanzó que Suchitepéquez, Chimaltenango, Totonicapán, Escuintla y Sacatepéquez reportan daños leves en infraestructura y carreteras.   Un primer informe preliminar de la institución reporta a nivel nacional 6 edificios afectados, 4 viviendas con daños leves, 8 carreteras con derrumbes y 2 puentes dañados.   Hasta ahora, de acuerdo con la Conred, no se registran víctimas ni evacuados por el gran sismo que alarmó a la población.   En algunas comunidades de Sacatepéquez se cayeron algunas paredes de humildes viviendas pero no hay víctimas, mientras que en Escuintla varios sectores se quedaron sin energía eléctrica.   En Totonicapán, según la Conred, se registran daños en el muro de un destacamento militar.   Por su parte, el ministro guatemalteco de Comunicaciones, Aldo García, adelantó que hay derrumbes en varias carreteras del interior del país y que se está haciendo una evaluación a nivel nacional.   Debido a la humedad de los suelos por las copiosas lluvias, las probabilidades de deslizamientos en las carreteras son más altas, de acuerdo con las autoridades.   La institución de protección civil informó que se están haciendo las evaluaciones en todo el territorio tras el fuerte sismo que se registró a las 06.31 hora local (12.31 GMT) con epicentro a 102 kilómetros al sur-suroeste del departamento de Escuintla.   Tras ese temblor, el Instituto Nacional de Sismología, Vulcanología, Meteorología e Hidrología (Insivumeh) reportó un nuevo sismo de magnitud 4 en la escala abierta de Richter a las 06.48 hora local (12.48 GMT) con epicentro a 31 kilómetros al suroeste del departamento de Santa Rosa.",2017-06-22,"NULL","http://ow.ly/GN0w30cON0z"
"393","El equipo Atlético Pantoja se coronó campeón de la segunda Copa Suprema de Fútbol Juvenil Masculino del Distrito Nacional, al derrotar a los ex-campeones la Meca del Fútbol en tandas de penales 4 goles por 3.El jugador más valioso de esta final fue Gabriel Barreiro, de Pantoja, asimismo Jason Madé y Pedro Alorda de la Meca del Fútbol, ganaron los premios líder en gol y mejor portero del torneo, respectivamente. El tercer lugar correspondió para Gringo FC, mientras que el cuarto lugar lo ocupó el club Dominguito.Jonattan Cabral, presidente de la Asociación de Fútbol del Distrito Nacional, felicitó a los campeones de la Copa Suprema Juvenil, el club Atlético de Pantoja y dijo sentirse satisfecho con la calidad de jugadores de los ocho equipos que participaron en este torneo que duró dos meses. Puntualizó, que los mejores de cada equipo fueron invitados para formar parte de la selección del Distrito Nacional, con miras al torneo nacional juvenil que organizará la federación Dominicana de Fútbol. Esta final disputada con intensidad desde el principio hasta el final y que en tiempo reglamentario quedó empatado a uno para irse a penalti. De esta forma el club Atlético Pantoja, consiguió su primer título de la Copa Suprema de fútbol del Distrito Nacional, que arribó a su segundo año.",2017-06-22,"NULL","http://ow.ly/ybEC30cOEvL"
"394","SANTIAGO. La Policía informó que incrementó el patrullaje en diferentes sectores de Moca, lo que permitió que en los últimos días fueran detenidas varias personas, al tiempo que se recuperaron vehículos, armas de fuego y se decomisaron drogas. Un parte policial da cuenta que, como resultado de las intervenciones registró a 400 personas, retuvo para verificación 150 motocicletas, 80 vehículos, ocupó 200 gramos de drogas y dos armas de fuego sin documentos. Del total de personas registradas, 30 quedaron detenidas para fines de investigación por presentar un perfil sospechoso, mientras que de los vehículos verificados, 52 motocicletas fueron retenidas a sus conductores por carecer de documentos, durante chequeos selectivos. Entre las armas de fuego incautadas figuran las pistolas Bersa, calibre 9 milímetros y otra Carandai, 9 milímetros, en poder de Yensy Bernardo Acevedo Reyes y Gabriel Eulogio Gil Fernando, quienes las portaban de manera ilegal. En cuanto al decomiso de los 200 gramos de diferentes tipos de drogas, la cantidad de 170.6 gramos eran de marihuana, 10.7 de cocaína y 9 de crack, distribuidas en tres porciones y una balanza. Fueron confiscadas por miembros de Antinarcóticos a Constantino De Jesús Martínez Liranzo, de 54 años, detenido en el distrito municipal Monte la Jagua Abajo. Otros de los sectores intervenidos por la Policíase encuentran San Víctor, Canca La Reina, La Española, Viejo Puerto Rico, Quijada Quieta, entre otros.",2017-06-22,"NULL","http://ow.ly/RMUN30cOinO"
"395"," SANTO DOMINGO.- La nueva defensa de Blas Peralta, principal acusado de la muerte del exrector de la Universidad Autónoma de Santo Domingo (UASD), Mateo Aquino Febrillet, alegó este jueves que todavía no está preparada para conocer el juicio de fondo a su cliente, porque fueron apoderados ayer del caso. Los abogados Erick Raful y Joaquín Zapara solicitaron un aplazamiento de la audiencia con el alegato de que no han tenido tiempo de conocer la acusación que se hace contra Peralta. “No estamos preparados, nosotros fuimos apoderados en el día de ayer que fue cuando solicitamos copias del expediente y todavía no nos la han entregado, entonces evidentemente que no estamos preparados para conocerla audiencia en el día de hoy”, adujeron Raful y Zapata. Raful dijo que aspira a que este juicio de fondo se conozca de la forma más idónea posible, respetando todas las garantías procesales a todas las partes. En tanto que el abogado de la familia Febrillet, José Parra, dijo que está preparado para que comience el fondo del proceso y confió en que la Fiscalía no desamparará a la víctima en el proceso. Parra señaló que no se opone a un supuesto acuerdo al que arribarían con el Ministerio Público, los imputados que tienen menos participación con el crimen, para bajarle la pena. “Nosotros valoraríamos esa oportunidad y nos opondríamos a un posible acuerdo “, indicó. Acusó a Peralta de continuar con su plan estratégico de obstaculizar el desarrollo del juicio a través de los incidentes que presentan sus abogados. “Este cuarto abogado debe de venir preparado para que se conozca el proceso, porque en la audiencia anterior a él se le concedió un plazo de tres días para que constituyera un nuevo abogado y él lo hizo. Un cuatro abogado es una estrategia dilatoria del proceso que a él no le está permitido.   ",2017-06-22,"VIDEO: Blas Peralta designa nueva defensa, abogados piden aplazar juicio","http://ow.ly/c7i730cOfMF"
"396","Los cadáveres de dos hombres al parecer ejecutados fueron encontrados en una comunidad rural de El Seibo. Los cuerpos presentan múltiples heridas de armas de fuego y estaban en avanzado estado de descomposición. Se creen que se trata de dos sudamericanos que habrían sido ejecutados y sepultados en el lugar. Los cadáveres fueron levantados por la médico legista, doctora Martha Teresa Aquino y la magistrada Kenia Lorenzo. Participaron, además, agentes de la Dirección de Investigaciones Criminales de la Policía (Dicrim) y miembros de la Dirección Nacional de Control de Drogas (DNCD) Los cadáveres fueron encontrados en un cañaveral de la comunidad Piedra Grande, sección Mata de Palma, trasladados a patología forense San Pedro de Macorís.",2017-06-22,"Hallan cadáveres de dos hombres habrían sido ejecutados en El Seibo","http://ow.ly/nBZC30cNUbz"
"397","NULL",NA,"NULL","http://ow.ly/E6iC30cMHL5"
"398","La Procuraduría Especializada de Persecución de la Corrupción Administrativa (Pepca) interrogaba cercano a este mediodía al empresario Daniel Aquino Méndez, con relación al caso de los sobornos que alegadamente recibieron militares y legisladores para la compra de los aviones Súper Tucano.   Para hoy también fue citado su hijo Daniel Aquino Hernández, quien será interrogado luego de la conclusión de la indagatoria a su padre.   Ambos se encuentran en libertad con medidas de coerción, consistentes en presentación periódica por ante el Ministerio Público e impedimento de salida del país.Los dos fueron citados por ante la Pepca luego de que el lunes fuera llevado a declarar el coronel Carlos Piccini, el único que guarda prisión por el caso.Durante la investigación se estableció que Aquino Méndez y su hijo Daniel Aquino Hernández eran de los propietarios de las empresas a través de las cuales la aeronáutica Embraer transfirió US$3.5 millones de sobornos para obtener el contrato de compra de los aviones Súper Tucano.Se estableció también que para la transferencia del dinero utilizaron las empresas de Santos Pérez, Sonia Inmaculada Rojas Tabar y Arturo Balaguer Cotes.De ellos, solo han sido interrogados Aquino Méndez, su hijo Hernández y Balaguer Cotes.De acuerdo a la investigación realizada por la Pepca, las empresas de dichas personas fueron utilizadas para transferir US$2.5 millones del soborno transnacional conferido por los ejecutivos de Embraer con miras a garantizar en el Congreso los votos necesarios para la aprobación del empréstito de US$94 millones con los que el Estado dominicano adquirió la flotilla de aviones Super Tucano.El Ministero Público estableció que la empresa 4D Bisness Group es presidida por Aquino Méndez. Pruebas documentales aportadas en la solicitud de arresto de éste y de su hijo Daniel Aquino Hernández, demuestran que recibieron US$100,000, “por concepto de Servicios de Apoyo Logístico a Embraer en la República Dominicana durante 2008, de acuerdo con solicitudes de Embraer”.La transferencia de ese dinero se hizo el 24 de abril de 2009, a la cuenta número 4160012605 de 4D Business Group desde la cuenta número 36849217 en el City Bank NY, de Embraer-Empresa Brasileira. Un Apunte PepcaEl juez del Tercer Juzgado de la Instrucción del Distrito Nacional, Danilo Aquino Quevedo, le otorgó ayer un plazo de dos meses a la Pepca para que concluya la investigación y presente acusación contra implicados caso Tucano. La empresa Magic Corp, de Balaguer Cotes también habría sido utilizada por Embraer para transferir US$920,000 del dinero ilícito.El MP inició la investigación de este caso en febrero de 2016 con la asistencia jurídica internacional en materia penal proporcionada por el Ministerio Público Fiscal de Brasil. Para mañana están previstos más interrogatorios.",2017-06-21,"Interrogan un empresario por los Tucano","http://ow.ly/6kgr30cMv01"
"399","Un día como hoy, 21 de junio de 1905, nace Jean-Paul Charles Aymard Sartre, conocido comúnmente como Jean-Paul Sartre, filósofo, escritor, novelista, dramaturgo, activista político, biógrafo y crítico literario francés, exponente del existencialismo y del marxismo humanista. Fue el décimo escritor francés seleccionado como Premio Nobel de Literatura, en 1964, pero lo rechazó explicando en una carta a la Academia Sueca que él tenía por regla rechazar todo reconocimiento o distinción y que los lazos entre el hombre y la cultura debían desarrollarse directamente, sin pasar por las instituciones establecidas del sistema. Fue pareja de la también filósofa Simone de Beauvoir. Precoz lector de los clásicos franceses, en 1915 ingresó en el liceo Henri IV de París y conoció a Paul Nizan, con quien inició una estrecha amistad. Al año siguiente, el segundo matrimonio de su madre (considerado por Jean-Paul como «una traición») lo obligó a trasladarse a La Rochelle; hasta 1920 no regresó a París. En 1924 inició sus estudios universitarios en la École Normale Supérieure, donde conoció a Simone de Beauvoir, con quien estableció una relación que duraría toda su vida. Tras cumplir el servicio militar, empezó a ejercer como profesor de instituto; en 1933 obtuvo una beca de estudios que le permitió trasladarse a Alemania, donde entró en contacto con la filosofía de Husserl y de Heidegger. En 1938 publicó La náusea, novela que pretendía divulgar los principios del existencialismo y que le proporcionó cierta celebridad, al tiempo que se convertía en símbolo de aquel movimiento filosófico. Movilizado en 1939, fue hecho prisionero, aunque consiguió evadirse en 1941 y regresar a París, donde trabajó en el liceo Condorcet y colaboró con Albert Camus en Combat, el periódico de la Resistencia. En 1943 publicó El Ser y la Nada, su obra filosófica más conocida, versión personal de la filosofía existencialista de Heidegger. El ser humano existe como cosa (en sí), pero también como conciencia (para sí) que sabe de la existencia de las cosas sin ser ella misma un en sí como esas cosas, sino su negación (la Nada). La conciencia sitúa al hombre ante la posibilidad de elegir lo que será; ésta es la condición de la libertad humana. Eligiendo su acción, el hombre se elige a sí mismo, pero no elige su existencia, que le viene ya dada y es requisito de su elección; de aquí la famosa máxima existencialista: «la existencia precede a la esencia». Dos años más tarde, alcanzada ya la popularidad, abandonó la enseñanza para dedicarse exclusivamente a escribir; en colaboración con Raymond Aron, Maurice Merleau-Ponty y Simone de Beauvoir, fundó Les Temps Modernes, una de las revistas de pensamiento de la izquierda más influyentes de la posguerra. Por esa época, Sartre inició una fluctuante relación con el comunismo, hecha de acercamientos (uno de los cuales provocó su ruptura con Camus en 1956) y alejamientos motivados por su denuncia del estalinismo o su protesta por la intervención soviética en Hungría. En su última obra filosófica, Crítica de la razón dialéctica (1960), se propuso una reconciliación del materialismo dialéctico con el existencialismo, al cual pasó a considerar como una ideología parásita del marxismo, y trató de establecer un fundamento de la dialéctica marxista mostrando que la actividad racional humana, la praxis, es necesariamente dialéctica. En 1964 rechazó el Premio Nobel de Literatura para no «dejarse recuperar por el sistema»; decididamente contrario a la política estadounidense en Vietnam, colaboró con Bertrand Russell en el establecimiento del Tribunal Internacional de Estocolmo para la persecución de los crímenes de guerra. Tras participar directamente en la revuelta estudiantil de mayo de 1968, multiplicó sus gestos públicos de izquierdismo, asumió la dirección del periódico La Cause du Peuple y fundó Tout!, de orientación maoísta y libertaria. En 1975 se inició el progresivo quebranto de su salud; la ceguera lo apartó de la lectura y la escritura durante los últimos años de su vida, tras haber completado su postrera gran obra, El idiota de la familia (1971-1972); dedicada al tema de la creación literaria, era el fruto de los diez años que dedicó a la investigación de la personalidad de Gustave Flaubert.   FUENTE: https://www.biografiasyvidas.com/biografia/s/sartre.htm  ",2017-06-21,"NULL","http://ow.ly/pJS130cLTUp"
"400","Cancún, México.- El ministro de Relaciones Exteriores, Miguel Vargas, planteó este martes los riesgos de un resquebrajamiento de la Organización de los Estados Americanos (OEA), señalando que ese organismo hemisférico tiene que jugar un rol estelar en la búsqueda de la paz, la solución pacífica de controversias, la justicia, la equidad. También la inclusión social, al tiempo que reafirmó el compromiso de la República Dominicana con esos valores. Al hablar en la plenaria de la 47 Asamblea  General de la OEA que se celebra en esta zona turística de la Rivera Maya, Varga manifestó que hoy más que nunca esa entidad regional necesita la unidad para buscar solución pacífica a las controversias que surgen con frecuencia en los países Latinoamericanos. “La OEA continúa siendo el principal foro del hemisferio para generar consensos y hallar soluciones a esos desafíos. Por eso la República Dominicana reitera el llamado para que los Estados miembros no descuiden el fortalecimiento de las capacidades institucionales con miras a promover y facilitar el diálogo político, plural y diverso”, dijo el Canciller dominicano. Las preocupaciones de Vargas, que además de canciller es Presidente de la Internacional Socialista para América Latina, se produjo en medio de agrios debates sobre la crisis política de Venezuela que han dominado la 47 Asamblea de la OEA y evidenciando la división que prevalece sobre ese tema en los países de la región. “La República Dominicana desde su propia realidad ha hecho esfuerzos  y llevado a cabo múltiples acciones en materia de derechos humanos, democracia, desarrollo integral y seguridad hemisférica, temas de la agenda regional  sobre lo que hemos logrado avances importantes”, subrayó. Agregó, que el Gobierno dominicano, en materia de lucha contra la impunidad y la corrupción, continúa profundizando mecanismos para enfrentar esos flagelos. Un comunicado del Mirex establece que, para enfrentar estos flagelos, el pasado 31 de mayo, el Congreso Nacional aprobó y el Poder Ejecutivo promulgó el día dos de este mes la Ley contra el Lavado de Activos, la que definió como “un instrumento jurídico para prevenir la corrupción administrativa que se considera actualmente como una pandemia mundial”. De igual manera, refirió que la República Dominicana, desde su propia realidad, ha hecho esfuerzos y llevado a cabo múltiples acciones en materia de derechos humanos, democracia, desarrollo integral y seguridad hemisférica, “temas de la agenda regional sobre los que hemos logrado avances importantes”. “El gobierno del presidente Danilo Medina consolida un proceso de fortalecimiento institucional, y su más reciente iniciativa es la puesta en marcha del Sistema de Monitoreo de Recomendaciones de la República Dominicana (SIMORED), plataforma tecnológica de apoyo en la implementación y seguimiento de las recomendaciones emanadas de los organismos de las Naciones Unidas y del Sistema Interamericano de Derechos Humanos”, significó. Abundó que este programa representa, además, un ejemplo de intercambio de buenas prácticas en la región, y se enmarca dentro de un acuerdo de cooperación entre España, la República del Paraguay y la República Dominicana, con el auspicio de la Agencia Española de Cooperación Internacional para el Desarrollo. Observó que si bien los Cancilleres han tenido oportunidades para encontrarse en distintos foros y abordar diversos temas políticos y diplomáticos, así como haber logrado acuerdos que han permitido encontrar soluciones a muchos desafíos, “aún nos quedan retos que enfrentar que solo a través del diálogo, la concertación y la buena fe podrán ser superados”. En ese sentido, el funcionario, refirió que el país continuará honrando su compromiso con la OEA, de la que forma parte desde su fundación, a través de la integración y el diálogo, negociaciones y acuerdos como instrumentos de búsqueda de soluciones a los retos y amenazas comunes. Desarrollo integral En lo concerniente al desarrollo integral, dijo que la República Dominicana ha adelantado políticas para mejorar la calidad de vida de sus ciudadanos, con un espíritu de fortalecimiento de la institucionalidad democrática. “La inversión en la educación pública pre universitaria absorbe el cuatro por ciento del Producto Interno Bruto, lo que representa alrededor de un 18 por ciento del presupuesto nacional, generando una auténtica Revolución Educativa con la Universalización de la Jornada Extendida en los niveles primarios y secundarios, la capacitación y aumento salarial a maestros y orientadores escolares, y la construcción de casi 30 mil nuevas aulas que impactan un amplio sector de nuestra sociedad”, enumeró. Otro aspecto citado por Vargas fue la iniciativa innovadora denominada “República Digital”, la que constituía una herramienta que complementa las distintas áreas del quehacer gubernamental permitiendo transparentar y eficientizar la gestión del Estado con la creación de la Biblioteca Digital, permitiendo el acceso a los documentos públicos, con la entrega de más de un millón de computadoras para estudiantes y maestros del sistema educativo nacional.",2017-06-20,"Canciller Miguel Vargas planteó riesgos de resquebrajamiento OEA","http://ow.ly/8P6G30cL9H0"
"401","Santo Domingo.-El juez del Tercer Juzgado de la Instrucción del Distrito Nacional otorgó este martes un plazo de dos meses al Ministerio Público para la ampliación de la investigación sobre el caso de soborno en la compra de ocho aviones Super Tucano a Brasil en el 2008. Asimismo el magistrado Danilo Amador Quevedo dispuso que siga en prisión dos meses más, el coronel de la Fuerza Aérea, Carlos Piccini Núñez, uno de los acusados de presunto soborno en la compra de los aviones. El juez tomó la decisión mediante el conocimiento de una revisión obligatoria de la medida de coerción de Piccini Núñez. Dentro de sus motivaciones, el tribunal sostiene que no han variado los presupuestos que puedan justificar la puesta en libertad del imputado, por lo que dispone su mantenimiento en prisión en el  centro de Corrección y Rehabilitación Najayo-Hombres. Piccini Núñez está acusado  junto al exsectario de las Fuerzas Armadas, Rafael Peña Antonio,  de recibir 3.5 millones de dólares  como soborno para garantizar la compra y aprobación  de ocho aeronaves. El caso Súper Tucano fue declarado complejo y por el mismo solo guarda prisión Piccini, quien lleva 9 meses preso en Najayo. Mientras que Peña Antonio, también vinculado, fue dejado en libertad el pasado 19 de agosto del pasado año. Lo mismo ocurrió con los empresarios Daniel Aquino Méndez y Daniel Aquino Hernández. La Procuraduría General de la República informó que ampliará la investigación para que todos los responsables del hecho sean procesados.",2017-06-20,"Juez otorga dos meses a la PGR para ampliar investigaciones por Super Tucano","http://ow.ly/bEbA30cKXES"
